name,category,description,price,reviews
Philips Toy Elite 33,Home,"This home is crafted from canvas, available in grey, 6 size, and features a classic design for everyday use. Enjoy its portable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with portable functionality and high-quality canvas construction.",614.41,2059
Adidas Watch Max 89,Shoes,"This shoes is crafted from metal, available in red, 8 size, and features a casual design for everyday use. Enjoy its comfortable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for casual style combined with comfortable functionality and high-quality metal construction.",308.67,1882
Dell Toy Pro 15,Electronics,"This electronics is crafted from metal, available in red, 9 size, and features a elegant design for everyday use. Enjoy its durable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for elegant style combined with durable functionality and high-quality metal construction.",796.03,946
Zara Bag Max 2,Clothing,"This clothing is crafted from canvas, available in pink, medium size, and features a sporty design for everyday use. Enjoy its adjustable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for sporty style combined with adjustable functionality and high-quality canvas construction.",230.07,2179
Zara Headphones X 16,Clothing,"This clothing is crafted from metal, available in yellow, medium size, and features a classic design for everyday use. Enjoy its durable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with durable functionality and high-quality metal construction.",788.02,3631
Adidas Toy Max 41,Shoes,"This shoes is crafted from leather, available in grey, 9 size, and features a classic design for everyday use. Enjoy its waterproof properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with waterproof functionality and high-quality leather construction.",603.27,4680
Zara Toy Elite 32,Clothing,"This clothing is crafted from canvas, available in grey, 9 size, and features a sporty design for everyday use. Enjoy its portable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for sporty style combined with portable functionality and high-quality canvas construction.",233.02,4553
Reebok Jacket Elite 45,Shoes,"This shoes is crafted from synthetic, available in black, XL size, and features a classic design for everyday use. Enjoy its versatile properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for classic style combined with versatile functionality and high-quality synthetic construction.",627.83,3697
Dell Socks Plus 69,Electronics,"This electronics is crafted from leather, available in grey, XXL size, and features a casual design for everyday use. Enjoy its lightweight properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for casual style combined with lightweight functionality and high-quality leather construction.",880.72,2018
Hot Wheels Jacket Ultra 37,Toys,"This toys is crafted from rubber, available in white, large size, and features a casual design for everyday use. Enjoy its lightweight properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for casual style combined with lightweight functionality and high-quality rubber construction.",790.52,377
Levi's Watch Elite 73,Clothing,"This clothing is crafted from cotton, available in red, 6 size, and features a modern design for everyday use. Enjoy its adjustable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for modern style combined with adjustable functionality and high-quality cotton construction.",862.06,1656
Michael Kors Laptop X 20,Accessories,"This accessories is crafted from cotton, available in blue, 7 size, and features a sporty design for everyday use. Enjoy its portable properties, making it ideal for daily activities and enhancing your lifestyle. Perfect for anyone looking for sporty style combined with portable functionality and high-quality cotton construction.",546.38,2545
